id,service_recordid,taxonomy_recordid,taxonomy_id,taxonomy_detail
24565,7579,24565,YF-3200.3000,
24566,7580,24566,YF-3200.3000,
24567,450,24567,YF-3200.3000,
24568,450,24568,YF-3200.3000,
24569,450,24569,YF-3200.3000,
24570,450,24570,YF-3200.3000,
24571,8677,24571,YF-3200.3000,
24572,8677,24572,YF-3200.3000,
24573,4815,24573,YF-3300,
24574,4815,24574,YF-3300,
24575,4815,24575,YF-3300,
24576,4815,24576,YF-3300,
24577,4815,24577,YF-3300,
24578,4815,24578,YF-3300,
24579,5140,24579,YF-3400,
24580,6782,24580,YF-3400,
24581,6927,24581,YF-3400,
24582,6354,24582,YF-3400,
24583,6354,24583,YF-3400,
24584,6354,24584,YF-3400,
24585,7539,24585,YF-3400,
24586,8712,24586,YF-3400,
24587,964,24587,YF-4500,
24588,6938,24588,YF-4500,
24589,6938,24589,YF-4500,
24590,6938,24590,YF-4500,
24591,6938,24591,YF-4500,
24592,6938,24592,YF-4500,
24593,7493,24593,YF-4500,
24594,7570,24594,YF-4500,
24595,6924,24595,YF-4500,
24596,1465,24596,YF-4500,
24597,1465,24597,YF-4500,
24598,1465,24598,YF-4500,
24599,1465,24599,YF-4500,
24600,1465,24600,YF-4500,
24601,6938,24601,YF-4500,
24602,6924,24602,YF-4500,
24603,650,24603,YF-4500.7000,
24604,1552,24604,YF-4500.7000,
24605,1006,24605,YF-5000,
24606,1160,24606,YF-5000,
24607,1160,24607,YF-5000,
24608,3279,24608,YF-5000,
24609,3279,24609,YF-5000,
24610,1164,24610,YF-5000,
24611,870,24611,YF-5000,
24612,3280,24612,YF-5000,
24613,3531,24613,YF-5000,
24614,3531,24614,YF-5000,
24615,1160,24615,YF-5000,
24616,1163,24616,YF-5000,
24617,7280,24617,YF-5000,
24618,6578,24618,YF-5000,
24619,6578,24619,YF-5000,
24620,6578,24620,YF-5000,
24621,6578,24621,YF-5000,
24622,6578,24622,YF-5000,
24623,3162,24623,YF-5000,
24624,6938,24624,YF-5000,
24625,6938,24625,YF-5000,
24626,6938,24626,YF-5000,
24627,6938,24627,YF-5000,
24628,6938,24628,YF-5000,
24629,7570,24629,YF-5000,
24630,6924,24630,YF-5000,
24631,1465,24631,YF-5000,
24632,1465,24632,YF-5000,
24633,1465,24633,YF-5000,
24634,1465,24634,YF-5000,
24635,1465,24635,YF-5000,
24636,3456,24636,YF-5000,
24637,6924,24637,YF-5000,
24638,6467,24638,YF-5000,
24639,9178,24639,YF-5000.0500-550,
24640,213,24640,YF-5000.1100,
24641,840,24641,YF-5000.1100,
24642,840,24642,YF-5000.1100,
24643,869,24643,YF-5000.1100,
24644,840,24644,YF-5000.1100,
24645,3085,24645,YF-5000.1100,
24646,840,24646,YF-5000.1100,
24647,3085,24647,YF-5000.1100,
24648,3085,24648,YF-5000.1100,
24649,3085,24649,YF-5000.1100,
24650,3085,24650,YF-5000.1100,
24651,8001,24651,YF-5000.1100,
24652,8001,24652,YF-5000.1100,
24653,8001,24653,YF-5000.1100,
24654,3085,24654,YF-5000.1100,
24655,3085,24655,YF-5000.1100,
24656,3085,24656,YF-5000.1100,
24657,3085,24657,YF-5000.1100,
24658,213,24658,YF-5000.1100,
24659,8869,24659,YF-5000.1100,
24660,8869,24660,YF-5000.1100,
24661,8869,24661,YF-5000.1100,
24662,9182,24662,YF-5000.1100,
24663,9183,24663,YF-5000.1100,
24664,9184,24664,YF-5000.1100,
24665,1737,24665,YF-5000.1700-050,
24666,6098,24666,YF-5000.1700-050,
24667,6098,24667,YF-5000.1700-050,
24668,7068,24668,YF-5000.1700-050,
24669,7851,24669,YF-5000.1700-050,
24670,2884,24670,YF-5000.1700-100,
24671,2884,24671,YF-5000.1700-100,
24672,4918,24672,YF-5000.1700-100,
24673,6353,24673,YF-5000.1700-100,
24674,6353,24674,YF-5000.1700-100,
24675,1319,24675,YF-5000.1700-100,
24676,213,24676,YF-5000.2100,
24677,471,24677,YF-5000.2100,
24678,1392,24678,YF-5000.2100,
24679,1393,24679,YF-5000.2100,
24680,869,24680,YF-5000.2100,
24681,1823,24681,YF-5000.2100,
24682,1823,24682,YF-5000.2100,
24683,1823,24683,YF-5000.2100,
24684,1823,24684,YF-5000.2100,
24685,213,24685,YF-5000.2100,
24686,8507,24686,YF-5000.2100,
24687,803,24687,YF-5000.2100,
24688,8869,24688,YF-5000.2100,
24689,8869,24689,YF-5000.2100,
24690,8869,24690,YF-5000.2100,
24691,2230,24691,YF-5000.3300-200,
24692,2230,24692,YF-5000.3300-200,
24693,3207,24693,YF-5000.3300-200,
24694,3126,24694,YF-5000.3300-200,
24695,3207,24695,YF-5000.3300-200,
24696,6412,24696,YF-5000.3300-540,
24697,6414,24697,YF-5000.3300-800,
24698,5423,24698,YF-5000.3300-800,
24699,7875,24699,YF-5000.5050-100,
24700,7876,24700,YF-5000.5050-100,
24701,8612,24701,YF-5000.5050-100,
24702,6330,24702,YF-5000.5050-170,
24703,5539,24703,YF-5000.5050-170,
24704,7875,24704,YF-5000.5050-170,
24705,7876,24705,YF-5000.5050-170,
24706,8612,24706,YF-5000.5050-170,
24707,641,24707,YF-5000.9000-800,
24708,639,24708,YF-5000.9000-800,
24709,4241,24709,YF-5000.9000-800,
24710,7289,24710,YF-5000.9000-800,
24711,7124,24711,YF-5000.9000-800,
24712,8458,24712,YF-5000.9000-800,
24713,2034,24713,YF-6000.6600,
24714,2034,24714,YF-6000.6600,
24715,2034,24715,YF-6000.6600,
24716,2034,24716,YF-6000.6600,
24717,2034,24717,YF-6000.6600,
24718,2034,24718,YF-6000.6600,
24719,2034,24719,YF-6000.6600,
24720,2034,24720,YF-6000.6600,
24721,2034,24721,YF-6000.6600,
24722,2034,24722,YF-6000.6600,
24723,2034,24723,YF-6000.6600,
24724,2034,24724,YF-6000.6600,
24725,2034,24725,YF-6000.6600,
24726,2034,24726,YF-6000.6600,
24727,1376,24727,YF-6000.8000-350,
24728,1376,24728,YF-6000.8000-350,
24729,1376,24729,YF-6000.8000-350,
24730,1376,24730,YF-6000.8000-350,
24731,1376,24731,YF-6000.8000-350,
24732,1376,24732,YF-6000.8000-350,
24733,2307,24733,YF-6000.8000-950,
24734,2307,24734,YF-6000.8000-950,
24735,183,24735,YF-6500,
24736,183,24736,YF-6500,
24737,187,24737,YF-6500,
24738,654,24738,YF-6500,
24739,654,24739,YF-6500,
24740,655,24740,YF-6500,
24741,655,24741,YF-6500,
24742,656,24742,YF-6500,
24743,656,24743,YF-6500,
24744,657,24744,YF-6500,
24745,657,24745,YF-6500,
24746,658,24746,YF-6500,
24747,659,24747,YF-6500,
24748,661,24748,YF-6500,
24749,662,24749,YF-6500,
24750,665,24750,YF-6500,
24751,665,24751,YF-6500,
24752,666,24752,YF-6500,
24753,666,24753,YF-6500,
24754,876,24754,YF-6500,
24755,877,24755,YF-6500,
24756,903,24756,YF-6500,
24757,1227,24757,YF-6500,
24758,1237,24758,YF-6500,
24759,1469,24759,YF-6500,
24760,1469,24760,YF-6500,
24761,1474,24761,YF-6500,
24762,1827,24762,YF-6500,
24763,2192,24763,YF-6500,
24764,2211,24764,YF-6500,
24765,2211,24765,YF-6500,
24766,2669,24766,YF-6500,
24767,2875,24767,YF-6500,
24768,2876,24768,YF-6500,
24769,3074,24769,YF-6500,
24770,662,24770,YF-6500,
24771,964,24771,YF-6500,
24772,5072,24772,YF-6500,
24773,187,24773,YF-6500,
24774,187,24774,YF-6500,
24775,187,24775,YF-6500,
24776,187,24776,YF-6500,
24777,187,24777,YF-6500,
24778,6071,24778,YF-6500,
24779,6072,24779,YF-6500,
24780,6902,24780,YF-6500,
24781,6903,24781,YF-6500,
24782,6903,24782,YF-6500,
24783,187,24783,YF-6500,
24784,5072,24784,YF-6500,
24785,6902,24785,YF-6500,
24786,661,24786,YF-6500,
24787,658,24787,YF-6500,
24788,2875,24788,YF-6500,
24789,2875,24789,YF-6500,
24790,2875,24790,YF-6500,
24791,2875,24791,YF-6500,
24792,2875,24792,YF-6500,
24793,2875,24793,YF-6500,
24794,6578,24794,YF-6500,
24795,6578,24795,YF-6500,
24796,6578,24796,YF-6500,
24797,6578,24797,YF-6500,
24798,6578,24798,YF-6500,
24799,7386,24799,YF-6500,
24800,2876,24800,YF-6500,
24801,7398,24801,YF-6500,
24802,7398,24802,YF-6500,
24803,2209,24803,YF-6500,
24804,2209,24804,YF-6500,
24805,2209,24805,YF-6500,
24806,2209,24806,YF-6500,
24807,2209,24807,YF-6500,
24808,2209,24808,YF-6500,
24809,2209,24809,YF-6500,
24810,2209,24810,YF-6500,
24811,596,24811,YF-6500,
24812,596,24812,YF-6500,
24813,7459,24813,YF-6500,
24814,1885,24814,YF-6500,
24815,6938,24815,YF-6500,
24816,6938,24816,YF-6500,
24817,6938,24817,YF-6500,
24818,6938,24818,YF-6500,
24819,6938,24819,YF-6500,
24820,7491,24820,YF-6500,
24821,7491,24821,YF-6500,
24822,7493,24822,YF-6500,
24823,7570,24823,YF-6500,
24824,6924,24824,YF-6500,
24825,2211,24825,YF-6500,
24826,2211,24826,YF-6500,
24827,2211,24827,YF-6500,
24828,2211,24828,YF-6500,
24829,2211,24829,YF-6500,
24830,2211,24830,YF-6500,
24831,2192,24831,YF-6500,
24832,748,24832,YF-6500,
24833,748,24833,YF-6500,
24834,748,24834,YF-6500,
24835,748,24835,YF-6500,
24836,748,24836,YF-6500,
24837,748,24837,YF-6500,
24838,748,24838,YF-6500,
24839,748,24839,YF-6500,
24840,748,24840,YF-6500,
24841,1465,24841,YF-6500,
24842,1465,24842,YF-6500,
24843,1465,24843,YF-6500,
24844,1465,24844,YF-6500,
24845,1465,24845,YF-6500,
24846,7700,24846,YF-6500,
24847,7795,24847,YF-6500,
24848,7795,24848,YF-6500,
24849,7795,24849,YF-6500,
24850,7795,24850,YF-6500,
24851,7795,24851,YF-6500,
24852,6938,24852,YF-6500,
24853,6924,24853,YF-6500,
24854,748,24854,YF-6500,
24855,8954,24855,YF-6500.0500,
24856,2856,24856,YF-6500.6450,
24857,2856,24857,YF-6500.6450,
24858,3343,24858,YF-8000,
24859,3343,24859,YF-8000,
24860,3343,24860,YF-8000,
24861,3343,24861,YF-8000,
24862,3343,24862,YF-8000,
24863,3343,24863,YF-8000,
24864,3343,24864,YF-8000,
24865,6747,24865,YF-8000,
24866,6747,24866,YF-8000,
24867,3348,24867,YF-8000,
24868,7541,24868,YF-8000,
24869,7758,24869,YF-8000,
24870,210,24870,YF-8000.0500,
24871,841,24871,YF-8000.0500,
24872,841,24872,YF-8000.0500,
24873,1088,24873,YF-8000.0500,
24874,1088,24874,YF-8000.0500,
24875,1088,24875,YF-8000.0500,
24876,1392,24876,YF-8000.0500,
24877,1393,24877,YF-8000.0500,
24878,1472,24878,YF-8000.0500,
24879,1551,24879,YF-8000.0500,
24880,2320,24880,YF-8000.0500,
24881,5235,24881,YF-8000.0500,
24882,3638,24882,YF-8000.0500,
24883,6785,24883,YF-8000.0500,
24884,6787,24884,YF-8000.0500,
24885,6193,24885,YF-8000.0500,
24886,42,24886,YF-8000.0500,
24887,1088,24887,YF-8000.0500,
24888,1088,24888,YF-8000.0500,
24889,4249,24889,YF-8000.0500,
24890,4249,24890,YF-8000.0500,
24891,4249,24891,YF-8000.0500,
24892,4249,24892,YF-8000.0500,
24893,4253,24893,YF-8000.0500,
24894,4251,24894,YF-8000.0500,
24895,3627,24895,YF-8000.0500,
24896,3627,24896,YF-8000.0500,
24897,3627,24897,YF-8000.0500,
24898,3638,24898,YF-8000.0500,
24899,3638,24899,YF-8000.0500,
24900,2691,24900,YF-8000.0500,
24901,3393,24901,YF-8000.0500,
24902,3393,24902,YF-8000.0500,
24903,5235,24903,YF-8000.0500,
24904,5235,24904,YF-8000.0500,
24905,5235,24905,YF-8000.0500,
24906,5235,24906,YF-8000.0500,
24907,5235,24907,YF-8000.0500,
24908,5235,24908,YF-8000.0500,
24909,5235,24909,YF-8000.0500,
24910,5235,24910,YF-8000.0500,
24911,5235,24911,YF-8000.0500,
24912,1393,24912,YF-8000.0500,
24913,1393,24913,YF-8000.0500,
24914,1393,24914,YF-8000.0500,
24915,1393,24915,YF-8000.0500,
24916,1392,24916,YF-8000.0500,
24917,1392,24917,YF-8000.0500,
24918,1392,24918,YF-8000.0500,
24919,1392,24919,YF-8000.0500,
24920,1392,24920,YF-8000.0500,
24921,163,24921,YF-8000.0500,
24922,7638,24922,YF-8000.0500,
24923,2028,24923,YF-8000.0500,
24924,2032,24924,YF-8000.0500,
24925,531,24925,YF-8000.0500,
24926,5068,24926,YF-8000.0500,
24927,42,24927,YF-8000.0500,
24928,1087,24928,YF-8000.0500,
24929,1087,24929,YF-8000.0500,
24930,1087,24930,YF-8000.0500,
24931,1087,24931,YF-8000.0500,
24932,1087,24932,YF-8000.0500,
24933,1087,24933,YF-8000.0500,
24934,1551,24934,YF-8000.0500,
24935,7992,24935,YF-8000.0500,
24936,7993,24936,YF-8000.0500,
24937,7996,24937,YF-8000.0500,
24938,7996,24938,YF-8000.0500,
24939,7996,24939,YF-8000.0500,
24940,7996,24940,YF-8000.0500,
24941,7996,24941,YF-8000.0500,
24942,7996,24942,YF-8000.0500,
24943,7756,24943,YF-8000.0500,
24944,7756,24944,YF-8000.0500,
24945,7756,24945,YF-8000.0500,
24946,7756,24946,YF-8000.0500,
24947,7756,24947,YF-8000.0500,
24948,8834,24948,YF-8000.0500,
24949,8834,24949,YF-8000.0500,
24950,8834,24950,YF-8000.0500,
24951,8834,24951,YF-8000.0500,
24952,8834,24952,YF-8000.0500,
24953,8834,24953,YF-8000.0500,
24954,8834,24954,YF-8000.0500,
24955,8834,24955,YF-8000.0500,
24956,8834,24956,YF-8000.0500,
24957,8834,24957,YF-8000.0500,
24958,8834,24958,YF-8000.0500,
24959,8852,24959,YF-8000.0500,
24960,8852,24960,YF-8000.0500,
24961,8852,24961,YF-8000.0500,
24962,8852,24962,YF-8000.0500,
24963,8852,24963,YF-8000.0500,
24964,8852,24964,YF-8000.0500,
24965,8864,24965,YF-8000.0500,
24966,8977,24966,YF-8000.0500,
24967,798,24967,YF-8000.0500,
24968,4260,24968,YF-8000.0500-330,
24969,7756,24969,YF-8000.0500-330,
24970,8430,24970,YF-8000.0500-330,
24971,7756,24971,YF-8000.0500-330,
24972,7756,24972,YF-8000.0500-330,
24973,7756,24973,YF-8000.0500-330,
24974,210,24974,YF-8000.1800,
24975,841,24975,YF-8000.1800,
24976,841,24976,YF-8000.1800,
24977,1392,24977,YF-8000.1800,
24978,1393,24978,YF-8000.1800,
24979,5232,24979,YF-8000.1800,
24980,5232,24980,YF-8000.1800,
24981,5232,24981,YF-8000.1800,
24982,5235,24982,YF-8000.1800,
24983,3638,24983,YF-8000.1800,
24984,6750,24984,YF-8000.1800,
24985,6193,24985,YF-8000.1800,
24986,4249,24986,YF-8000.1800,
24987,4249,24987,YF-8000.1800,
24988,4249,24988,YF-8000.1800,
24989,4249,24989,YF-8000.1800,
24990,4253,24990,YF-8000.1800,
24991,4251,24991,YF-8000.1800,
24992,3627,24992,YF-8000.1800,
24993,3627,24993,YF-8000.1800,
24994,3627,24994,YF-8000.1800,
24995,3638,24995,YF-8000.1800,
24996,8727,24996,YG-8000.3000,
24997,8727,24997,YG-8000.3000,
24998,8732,24998,YG-8000.3000,
24999,8732,24999,YG-8000.3000,
25000,8734,25000,YG-8000.3000,
25001,8734,25001,YG-8000.3000,
25002,7407,25002,YG-8000.3000,
25003,8766,25003,YG-8000.3000,
25004,8766,25004,YG-8000.3000,
25005,7782,25005,YG-8000.3000,
25006,5159,25006,YG-8000.3000,
25007,7752,25007,YG-8000.3000,
25008,7752,25008,YG-8000.3000,
25009,2535,25009,YG-8000.3000,
25010,8925,25010,YG-8000.3000,
25011,8925,25011,YG-8000.3000,
25012,8925,25012,YG-8000.3000,
25013,8959,25013,YG-8000.3000,
25014,8960,25014,YG-8000.3000,
25015,8997,25015,YG-8000.3000,
25016,9019,25016,YG-8000.3000,
25017,9112,25017,YG-8000.3000,
25018,9112,25018,YG-8000.3000,
25019,9112,25019,YG-8000.3000,
25020,9112,25020,YG-8000.3000,
25021,447,25021,YG-8000.3500,
25022,461,25022,YG-8000.3500,
25023,935,25023,YG-8000.3500,
25024,935,25024,YG-8000.3500,
25025,1220,25025,YG-8000.3500,
25026,2422,25026,YG-8000.3500,
25027,2773,25027,YG-8000.3500,
25028,2776,25028,YG-8000.3500,
25029,2900,25029,YG-8000.3500,
25030,2900,25030,YG-8000.3500,
25031,2908,25031,YG-8000.3500,
25032,2910,25032,YG-8000.3500,
25033,2911,25033,YG-8000.3500,
25034,2912,25034,YG-8000.3500,
25035,2914,25035,YG-8000.3500,
25036,2915,25036,YG-8000.3500,
25037,2917,25037,YG-8000.3500,
25038,2918,25038,YG-8000.3500,
25039,2534,25039,YG-8000.3500,
25040,2293,25040,YG-8000.3500,
25041,935,25041,YG-8000.3500,
25042,2773,25042,YG-8000.3500,
25043,4267,25043,YG-8000.3500,
25044,4343,25044,YG-8000.3500,
25045,5367,25045,YG-8000.3500,
25046,5367,25046,YG-8000.3500,
25047,5541,25047,YG-8000.3500,
25048,2776,25048,YG-8000.3500,
25049,935,25049,YG-8000.3500,
25050,6098,25050,YG-8000.3500,
25051,6098,25051,YG-8000.3500,
25052,4104,25052,YG-8000.3500,
25053,2555,25053,YG-8000.3500,
25054,4454,25054,YG-8000.3500,
25055,4918,25055,YG-8000.3500,
25056,4267,25056,YG-8000.3500,
25057,461,25057,YG-8000.3500,
25058,5541,25058,YG-8000.3500,
25059,6216,25059,YG-8000.3500,
25060,2773,25060,YG-8000.3500,
25061,2294,25061,YG-8000.3500,
25062,991,25062,YG-8000.3500,
25063,6339,25063,YG-8000.3500,
25064,6341,25064,YG-8000.3500,
25065,6341,25065,YG-8000.3500,
25066,2859,25066,YG-8000.3500,
25067,6983,25067,YG-8000.3500,
25068,1220,25068,YG-8000.3500,
25069,6341,25069,YG-8000.3500,
25070,7399,25070,YG-8000.3500,
25071,2776,25071,YG-8000.3500,
25072,7456,25072,YG-8000.3500,
25073,958,25073,YG-8000.3500,
25074,957,25074,YG-8000.3500,
25075,5174,25075,YG-8000.3500,
25076,5174,25076,YG-8000.3500,
25077,5174,25077,YG-8000.3500,
25078,5174,25078,YG-8000.3500,
25079,5174,25079,YG-8000.3500,
25080,7602,25080,YG-8000.3500,
25081,7644,25081,YG-8000.3500,
25082,554,25082,YG-8000.3500,
25083,7659,25083,YG-8000.3500,
25084,7660,25084,YG-8000.3500,
25085,7661,25085,YG-8000.3500,
25086,7662,25086,YG-8000.3500,
25087,7663,25087,YG-8000.3500,
25088,7674,25088,YG-8000.3500,
25089,6186,25089,YG-8000.3500,
25090,6188,25090,YG-8000.3500,
25091,3045,25091,YG-8000.3500,
25092,7848,25092,YG-8000.3500,
25093,2859,25093,YG-8000.3500,
25094,2859,25094,YG-8000.3500,
25095,2860,25095,YG-8000.3500,
25096,2860,25096,YG-8000.3500,
25097,2861,25097,YG-8000.3500,
25098,2861,25098,YG-8000.3500,
25099,2861,25099,YG-8000.3500,
25100,2858,25100,YG-8000.3500,
25101,2858,25101,YG-8000.3500,
25102,2858,25102,YG-8000.3500,
25103,6216,25103,YG-8000.3500,
25104,7932,25104,YG-8000.3500,
25105,7932,25105,YG-8000.3500,
25106,7933,25106,YG-8000.3500,
25107,7933,25107,YG-8000.3500,
25108,7934,25108,YG-8000.3500,
25109,7934,25109,YG-8000.3500,
25110,7940,25110,YG-8000.3500,
25111,7940,25111,YG-8000.3500,
25112,7966,25112,YG-8000.3500,
25113,7456,25113,YG-8000.3500,
25114,7973,25114,YG-8000.3500,
25115,7974,25115,YG-8000.3500,
25116,7975,25116,YG-8000.3500,
25117,7976,25117,YG-8000.3500,
25118,7979,25118,YG-8000.3500,
25119,7980,25119,YG-8000.3500,
25120,7981,25120,YG-8000.3500,
25121,7982,25121,YG-8000.3500,
25122,7982,25122,YG-8000.3500,
25123,8028,25123,YG-8000.3500,
25124,8028,25124,YG-8000.3500,
25125,8108,25125,YG-8000.3500,
25126,8133,25126,YG-8000.3500,
25127,8134,25127,YG-8000.3500,
25128,8141,25128,YG-8000.3500,
25129,8142,25129,YG-8000.3500,
25130,8143,25130,YG-8000.3500,
25131,8144,25131,YG-8000.3500,
25132,8146,25132,YG-8000.3500,
25133,8147,25133,YG-8000.3500,
25134,8148,25134,YG-8000.3500,
25135,6341,25135,YG-8000.3500,
25136,8280,25136,YG-8000.3500,
25137,7091,25137,YG-8000.3500,
25138,8573,25138,YG-8000.3500,
25139,8573,25139,YG-8000.3500,
25140,8573,25140,YG-8000.3500,
25141,8584,25141,YG-8000.3500,
25142,8584,25142,YG-8000.3500,
25143,8585,25143,YG-8000.3500,
25144,8585,25144,YG-8000.3500,
25145,8736,25145,YG-8000.3500,
25146,8736,25146,YG-8000.3500,
25147,8778,25147,YG-8000.3500,
25148,8858,25148,YG-8000.3500,
25149,8858,25149,YG-8000.3500,
25150,8900,25150,YG-8000.3500,
25151,8900,25151,YG-8000.3500,
25152,8901,25152,YG-8000.3500,
25153,8901,25153,YG-8000.3500,
25154,8902,25154,YG-8000.3500,
25155,8902,25155,YG-8000.3500,
25156,8917,25156,YG-8000.3500,
25157,8917,25157,YG-8000.3500,
25158,8917,25158,YG-8000.3500,
25159,8959,25159,YG-8000.3500,
25160,8960,25160,YG-8000.3500,
25161,9016,25161,YG-8000.3500,
25162,9113,25162,YG-8000.3500,
25163,319,25163,YG-8000.4900,
25164,348,25164,YG-8000.4900,
25165,595,25165,YG-8000.4900,
25166,699,25166,YG-8000.4900,
25167,699,25167,YG-8000.4900,
25168,791,25168,YG-8000.4900,
25169,791,25169,YG-8000.4900,
25170,874,25170,YG-8000.4900,
25171,916,25171,YG-8000.4900,
25172,945,25172,YG-8000.4900,
25173,945,25173,YG-8000.4900,
25174,953,25174,YG-8000.4900,
25175,954,25175,YG-8000.4900,
25176,1220,25176,YG-8000.4900,
25177,1228,25177,YG-8000.4900,
25178,2017,25178,YG-8000.4900,
25179,2271,25179,YG-8000.4900,
25180,2422,25180,YG-8000.4900,
25181,2489,25181,YG-8000.4900,
25182,2515,25182,YG-8000.4900,
25183,2535,25183,YG-8000.4900,
25184,2535,25184,YG-8000.4900,
25185,2536,25185,YG-8000.4900,
25186,2536,25186,YG-8000.4900,
25187,2537,25187,YG-8000.4900,
25188,2537,25188,YG-8000.4900,
25189,2538,25189,YG-8000.4900,
25190,2538,25190,YG-8000.4900,
25191,2538,25191,YG-8000.4900,
25192,2553,25192,YG-8000.4900,
25193,2558,25193,YG-8000.4900,
25194,2559,25194,YG-8000.4900,
25195,2561,25195,YG-8000.4900,
25196,2562,25196,YG-8000.4900,
25197,2566,25197,YG-8000.4900,
25198,2568,25198,YG-8000.4900,
25199,2569,25199,YG-8000.4900,
25200,2574,25200,YG-8000.4900,
25201,2575,25201,YG-8000.4900,
25202,2577,25202,YG-8000.4900,
25203,2579,25203,YG-8000.4900,
25204,2580,25204,YG-8000.4900,
25205,2582,25205,YG-8000.4900,
25206,2583,25206,YG-8000.4900,
25207,2584,25207,YG-8000.4900,
25208,2587,25208,YG-8000.4900,
25209,2588,25209,YG-8000.4900,
25210,2589,25210,YG-8000.4900,
25211,2591,25211,YG-8000.4900,
25212,2675,25212,YG-8000.4900,
25213,2714,25213,YG-8000.4900,
25214,2727,25214,YG-8000.4900,
25215,2733,25215,YG-8000.4900,
25216,2744,25216,YG-8000.4900,
25217,2752,25217,YG-8000.4900,
25218,2752,25218,YG-8000.4900,
25219,2773,25219,YG-8000.4900,
25220,2776,25220,YG-8000.4900,
25221,2893,25221,YG-8000.4900,
25222,2893,25222,YG-8000.4900,
25223,2900,25223,YG-8000.4900,
25224,2900,25224,YG-8000.4900,
25225,2908,25225,YG-8000.4900,
25226,2909,25226,YG-8000.4900,
25227,2910,25227,YG-8000.4900,
25228,2911,25228,YG-8000.4900,
25229,2912,25229,YG-8000.4900,
25230,2913,25230,YG-8000.4900,
25231,2914,25231,YG-8000.4900,
25232,2915,25232,YG-8000.4900,
25233,2917,25233,YG-8000.4900,
25234,2918,25234,YG-8000.4900,
25235,2945,25235,YG-8000.4900,
25236,3990,25236,YG-8000.4900,
25237,4048,25237,YG-8000.4900,
25238,2555,25238,YG-8000.4900,
25239,1337,25239,YG-8000.4900,
25240,4104,25240,YG-8000.4900,
25241,2293,25241,YG-8000.4900,
25242,2537,25242,YG-8000.4900,
25243,2537,25243,YG-8000.4900,
25244,4214,25244,YG-8000.4900,
25245,2604,25245,YG-8000.4900,
25246,935,25246,YG-8000.4900,
25247,2773,25247,YG-8000.4900,
25248,2902,25248,YG-8000.4900,
25249,2727,25249,YG-8000.4900,
25250,2536,25250,YG-8000.4900,
25251,2536,25251,YG-8000.4900,
25252,2538,25252,YG-8000.4900,
25253,2538,25253,YG-8000.4900,
25254,2538,25254,YG-8000.4900,
25255,2535,25255,YG-8000.4900,
25256,2535,25256,YG-8000.4900,
25257,2535,25257,YG-8000.4900,
25258,2539,25258,YG-8000.4900,
25259,4392,25259,YG-8000.4900,
25260,4396,25260,YG-8000.4900,
25261,4396,25261,YG-8000.4900,
25262,4454,25262,YG-8000.4900,
25263,2564,25263,YG-8000.4900,
25264,4458,25264,YG-8000.4900,
25265,4459,25265,YG-8000.4900,
25266,4902,25266,YG-8000.4900,
25267,4996,25267,YG-8000.4900,
25268,5328,25268,YG-8000.4900,
25269,5328,25269,YG-8000.4900,
25270,5328,25270,YG-8000.4900,
25271,5349,25271,YG-8000.4900,
25272,5349,25272,YG-8000.4900,
25273,5350,25273,YG-8000.4900,
25274,5350,25274,YG-8000.4900,
25275,4051,25275,YG-8000.4900,
25276,5367,25276,YG-8000.4900,
25277,5367,25277,YG-8000.4900,
25278,2489,25278,YG-8000.4900,
25279,2715,25279,YG-8000.4900,
25280,2715,25280,YG-8000.4900,
25281,5436,25281,YG-8000.4900,
25282,5578,25282,YG-8000.4900,
25283,5634,25283,YG-8000.4900,
25284,5680,25284,YG-8000.4900,
25285,936,25285,YG-8000.4900,
25286,2776,25286,YG-8000.4900,
25287,2556,25287,YG-8000.4900,
25288,5864,25288,YG-8000.4900,
25289,5864,25289,YG-8000.4900,
25290,5634,25290,YG-8000.4900,
25291,4472,25291,YG-8000.4900,
25292,5646,25292,YG-8000.4900,
25293,2553,25293,YG-8000.4900,
25294,4214,25294,YG-8000.4900,
25295,6096,25295,YG-8000.4900,
25296,2914,25296,YG-8000.4900,
25297,2915,25297,YG-8000.4900,
25298,2918,25298,YG-8000.4900,
25299,2908,25299,YG-8000.4900,
25300,2021,25300,YG-8000.4900,
25301,2589,25301,YG-8000.4900,
25302,2902,25302,YG-8000.4900,
25303,2583,25303,YG-8000.4900,
25304,2782,25304,YG-8000.4900,
25305,4104,25305,YG-8000.4900,
25306,2555,25306,YG-8000.4900,
25307,4454,25307,YG-8000.4900,
25308,4918,25308,YG-8000.4900,
25309,2582,25309,YG-8000.4900,
25310,4459,25310,YG-8000.4900,
25311,3990,25311,YG-8000.4900,
25312,2436,25312,YG-8000.4900,
25313,2454,25313,YG-8000.4900,
25314,22,25314,YG-8000.4900,
25315,2562,25315,YG-8000.4900,
25316,4902,25316,YG-8000.4900,
25317,2773,25317,YG-8000.4900,
25318,595,25318,YG-8000.4900,
25319,2569,25319,YG-8000.4900,
25320,2559,25320,YG-8000.4900,
25321,2561,25321,YG-8000.4900,
25322,2591,25322,YG-8000.4900,
25323,2588,25323,YG-8000.4900,
25324,2564,25324,YG-8000.4900,
25325,2587,25325,YG-8000.4900,
25326,2584,25326,YG-8000.4900,
25327,2580,25327,YG-8000.4900,
25328,2575,25328,YG-8000.4900,
25329,2577,25329,YG-8000.4900,
25330,4458,25330,YG-8000.4900,
